Name,Type,Lat,Lng,Address
长春市南关区长通街道办事处,政府机构,43.897007739775695,125.33579067871969,长春市南关区亚泰大街1087号
长春市城市建设档案馆,政府机构,43.901092186386165,125.34139290733204,长春市南关区陕西路南关区第二幼儿园东侧约70米
国家税务总局长春市南关区长通税务所,政府机构,43.8970057125838,125.33579666960433,吉林省长春市南关区亚泰大街1055号
长春市市场监督综合行政执法支队宽城大队东广中队,政府机构,43.90176637729978,125.33950339887367,长春市南关区光复路南关区第二幼儿园西北侧约30米
长春市市场监督管理局宽城分局东广市场监管所食品快速检测室,政府机构,43.901774597840436,125.3394764019165,长春市南关区光复路南关区第二幼儿园西北侧约30米
吉林省政协,政府机构,43.89708623402008,125.32754365273321,吉林省长春市南关区新春街道上海路30号
长春市公安局南关区分局长通路派出所清真寺社区警务室,政府机构,43.89855887543713,125.34575338936185,吉林省长春市南关区向阳街15长通家园G1栋
国家税务总局长春市宽城区税务局南广税务所,政府机构,43.90205496048101,125.32943262089447,长春市宽城区南广街道东四条衔448号
长春市食品药品监督管理局南关分局长通监管站,政府机构,43.89890280517798,125.33851710224344,长春市南关区陕西路567名居西侧约40米
吉林省人民政府,政府机构,43.89453190891456,125.31917983913938,长春市宽城区新发路329号
光复路南社区综治中心,政府机构,43.8990160332114,125.3386309435923,长春市南关区陕西路567名居西侧约40米
国家税务总局长春市南关区税务局新春税务所,政府机构,43.8970021664326,125.33138097627979,吉林省长春市南关区新立街23号
光复路南社区退役军人服务站,政府机构,43.899006783438196,125.33866492739212,吉林省长春市南关区陕西路486号
长春市宽城区东广街道办事处,政府机构,43.90448387838053,125.33570505003988,吉林省长春市宽城区黄河路1462号
松竹梅社区社会服务管理站,政府机构,43.89736032375503,125.33143656525158,吉林长春市南关区汪清街172号
吉林省住房和城乡建设厅,政府机构,43.8959320588357,125.32202600684572,长春市宽城区贵阳街287号建设大厦
南关区长通街道公共服务中心,政府机构,43.89700889311347,125.33575573870883,吉林省长春市南关区亚泰大街1055号
人社就业服务窗口(光复路南社区),政府机构,43.89891069442878,125.33853308532106,陕西路457号光复路南社区
长通街道东安村村民委员会,政府机构,43.90076872388591,125.33632717937759,太平街106栋9号附近
长通街道办事处清真寺社区监督委员会,政府机构,43.898872755264065,125.34577120345986,长春市南关区向阳街长通家园-南区
宽城区行政执法局东广中队,政府机构,43.90103775719982,125.33392372974679,长春市南关区亚泰大街利通商场
黄河路南社区居民委员会,政府机构,43.90580908081002,125.33839142240258,长春市宽城区黑水路东广老街东北侧约50米
长通街道综治维稳工作中心,政府机构,43.898937733674416,125.33852906923919,长春市南关区陕西路457号
长通街道东安村村民委员会综治中心,政府机构,43.900749156253404,125.33623733350029,长春市南关区东六条与太平街交叉路口往东北约70米
东广街道黄河路北社区综治中心,政府机构,43.90578604879305,125.34062264940513,长春市宽城区长白路长春市育新学校中学部南侧
南关区长通街道清真寺社区拥军服务站,政府机构,43.8988982871967,125.34580624795598,长春市南关区向阳街长通家园-南区
清真寺社区综治中心,政府机构,43.898841288074365,125.34573115464235,吉林省长春市南关区向阳街万晟金地公馆北侧约110米
东站街道十委社区,政府机构,43.890012785366515,125.36164439482911,吉林省长春市二道区西绿安街4号
长春市南关区长通街道光复路南社区居民委员会,政府机构,43.89899533464056,125.33858798747895,长春市南关区陕西路457号
黄河路北社区委员会,政府机构,43.90461722892678,125.33563305550348,长春市宽城区黄河路广汇园批发商城
龙兴社区综治中心,政府机构,43.89684711050724,125.33591656198222,长春市南关区亚泰大街爱德医院
永长社区居民委员会,政府机构,43.89482121867831,125.33391481983857,吉林省长春市南关区大马路596号
长春市环境保护局长江路经济开发区分局,政府机构,43.90205484772727,125.32937983849347,长春市宽城区东四条街448号
长春市南关区监察委员会派出长通街道监察办公室,政府机构,43.89685606013045,125.3359285364148,长春市南关区亚泰大街爱德医院北侧
长春市房产产权登记发证中心,政府机构,43.88577618480675,125.33203463653942,吉林省长春市南关区大经路1130号
长春市房地产交易与权属登记大经路服务中心,政府机构,43.885660084054834,125.33208548270949,长春市南关区大经路1130号
巨宝左克集体图嘎乌龙查干花种畜场敖都,政府机构,43.906971123081405,125.34425995514371,长春市宽城区东八条信达·东湾半岛第-四区西南侧约140米
二道区政务服务中心,政府机构,43.8979210726349,125.36540874521106,长春市二道区惠工路799号
