FID,osm_id,code,fclass,name,ref,oneway,maxspeed,layer,bridge,tunnel,level,Type,integration,choice,integration_norm,choice_norm
627005,297402715,5141,service, , ,F,0,0,F,F,3,三级道路,20.4125425701801,0.012932528051300555,0.22080168597760472,0.3533214241981857
627006,297402716,5122,residential, , ,F,0,0,F,F,3,三级道路,20.019208882772677,0.0014848823748700136,0.19608120750722507,0.02740806946640537
627007,297402717,5122,residential, , ,F,0,0,F,F,3,三级道路,20.292519920682928,0.003377087134812722,0.21325842838782322,0.08127895423899043
627008,297402718,5122,residential, , ,F,70,0,F,F,3,三级道路,16.106972698603794,0.00307663782447466,0.0,0.07272519170764871
627009,297402719,5113,primary,北人民大街, ,F,0,0,F,F,1,一级道路,17.877110765565536,0.004029367561909078,0.06145330228788567,0.09984931431386113
627057,297409390,5115,tertiary,铁北一路 Tiebei 1st Rd, ,B,0,0,F,F,2,二级道路,25.553037828216766,0.01790809499651794,0.5438747062189564,0.4949753293454301
627058,297409391,5115,tertiary,北八条 N.8th Tiao, ,B,0,0,F,F,2,二级道路,24.310423956092627,0.005323150273706515,0.4657781422675919,0.13668318180191913
627485,297522384,5141,service, , ,B,0,0,F,F,3,三级道路,29.38070365280931,0.008522488779381348,0.7844382115528808,0.22776803669517168
627486,297522385,5115,tertiary,嫩江胡同, ,B,0,0,F,F,2,二级道路,27.223668798288234,0.0014307296878372279,0.6488715530433754,0.02586634775371008
627488,297522387,5141,service, , ,B,0,0,F,F,3,三级道路,29.079311931313157,0.0036613887417348483,0.7654961585304076,0.08937299323064075
627489,297522389,5142,track, , ,B,0,0,F,F,4,其他道路,28.45454863827041,0.008571820982204171,0.7262306492968977,0.22917251969305116
627490,297522391,5141,service, , ,B,0,0,F,F,3,三级道路,31.268660025760447,0.03770119697754459,0.9030936594962745,1.0
627491,297522392,5122,residential,宁波路, ,B,0,0,F,F,3,三级道路,31.306630754094073,0.02548256715129397,0.9054800672775734,0.7106198120680336
627492,297522393,5141,service, , ,B,0,0,F,F,3,三级道路,31.099287255374527,0.004345548960785929,0.8924488150350963,0.10885096786991989
627493,297522395,5141,service, , ,B,0,0,F,F,3,三级道路,31.369401365657687,0.008750836415693727,0.9094251134340791,0.23426907160655666
627494,297522398,5141,service, , ,B,0,0,F,F,3,三级道路,31.141130358786693,0.003211293582121765,0.8950785962365293,0.07655882798091966
627495,297522400,5141,service,贵阳胡同, ,B,0,0,F,F,3,三级道路,31.008302911165714,0.002201655763487332,0.8867305747872789,0.04781453785909031
627496,297522402,5142,track, , ,B,0,0,F,F,4,其他道路,31.109483139641693,0.0007118331469382149,0.8930896122654944,0.005399433422856535
627497,297522403,5142,track, , ,B,0,0,F,F,4,其他道路,31.0697682729088,0.0012596536823978107,0.8905935877970702,0.020995830581636152
627498,297522405,5141,service, , ,B,0,0,F,F,3,三级道路,31.558874433154966,0.07776953715149017,0.9213332337800784,1.0
627499,297522407,5141,service, , ,B,0,0,F,F,3,三级道路,31.458500910419826,0.026441226676084523,0.9150248966424052,0.7379127551413279
627500,297522408,5141,service,北京胡同, ,B,0,0,F,F,3,三级道路,31.77960429074658,0.0061889065473737905,0.9352058001710456,0.16133117838622352
627501,297522409,5141,service,光耀胡同, ,B,0,0,F,F,3,三级道路,31.90507678186254,0.0006000941785861439,0.9430915727721708,0.0022182359033638775
627502,297522410,5141,service, , ,B,0,0,F,F,3,三级道路,31.92044975114254,0.0007757961033609983,0.9440577426383141,0.007220452547271998
627525,297526987,5122,residential,师范胡同, ,B,0,0,F,F,3,三级道路,32.07485557958312,0.006669609747483666,0.9537619354900004,0.17501675156051152
627526,297526988,5141,service, , ,B,0,0,F,F,3,三级道路,32.27261797488815,0.0011257284125022072,0.9661910286287345,0.01718299122333021
627527,297526989,5141,service, , ,B,0,0,F,F,3,三级道路,31.815217649329355,0.004330841524908274,0.9374440505225633,0.10843224860642468
627528,297526990,5141,service, , ,B,0,0,F,F,3,三级道路,31.592475895846253,0.0014344418412779781,0.9234450392562588,0.0259720323997369
627529,297526992,5141,service, , ,B,0,0,F,F,3,三级道路,32.14784252620238,0.007574848254162491,0.958349064180687,0.20078880346385758
627530,297526993,5141,service, , ,B,0,0,F,F,3,三级道路,31.056583356184372,0.02621147016697078,0.8897649340090656,0.7313716097588417
627531,297526994,5141,service, , ,B,0,0,F,F,3,三级道路,30.9615520539448,0.002603154982635823,0.8837923480439278,0.05924518142838675
627532,297526995,5141,service, , ,B,0,0,F,F,3,三级道路,31.11506008680297,0.035555653658249455,0.8934401156844605,0.9973996014481799
627533,297526996,5122,residential,天津路, ,B,0,0,F,F,3,三级道路,31.306173176522467,0.009475542998410736,0.9054513091597981,0.25490139726071254
627534,297526997,5142,track, , ,B,0,0,F,F,4,其他道路,31.258168263247754,0.0064462433656822865,0.9024342667271962,0.16865753247871634
627535,297526998,5141,service, , ,B,0,0,F,F,3,三级道路,31.462262706508483,0.00788578884376165,0.9152613203259004,0.20964125169146017
627536,297526999,5142,track, , ,B,0,0,F,F,4,其他道路,30.5285780041858,0.005646398650106931,0.8565805276024874,0.1458860315180985
627537,297527001,5142,track, , ,B,0,0,F,F,4,其他道路,31.06062313027553,0.0021612318758554047,0.8900188282257139,0.04666367372494375
627538,297527002,5142,track, , ,B,0,0,F,F,4,其他道路,30.83148289885969,0.00029048207663782445,0.875617681467222,0.0
627539,297527003,5141,service, , ,B,0,0,F,F,3,三级道路,30.512316116956214,0.04372446877391253,0.8555584904721404,1.0
627540,297527004,5142,track, , ,B,0,0,F,F,4,其他道路,30.76626318128269,0.018604096768497263,0.8715187123836599,0.5147904318404414
627541,297527005,5142,track, , ,B,0,0,F,F,4,其他道路,29.773935327642764,0.0020173837973590752,0.8091522786740187,0.04256833297457582
627542,297527006,5141,service, , ,B,0,0,F,F,3,三级道路,28.557300767718022,0.0006502246551690309,0.7326884785780299,0.003645445677253911
627543,297527007,5141,service, , ,B,0,0,F,F,3,三级道路,28.85167573152647,0.006671768006749466,0.7511895380804867,0.17507819699108998
627544,297527008,5141,service, , ,B,0,0,F,F,3,三级道路,29.461491955353477,0.0038383285978277107,0.7895156446780861,0.09441045365830873
627545,297527010,5142,track, , ,B,0,0,F,F,4,其他道路,31.08310359665801,0.00199988227676732,0.8914316944586448,0.04207006639206706
627546,297527011,5142,track, , ,B,0,0,F,F,4,其他道路,31.075491759482237,0.033883395138030487,0.8909533010154999,0.9497905646463608
627547,297527012,5142,track, , ,B,0,0,F,F,4,其他道路,31.13485423800574,0.022692330331390898,0.894684150722173,0.6311820422265849
627548,297527013,5142,track, , ,B,0,0,F,F,4,其他道路,31.124005625875448,0.001930661015951498,0.8940023304479726,0.040099343854969584
627549,297527022,5141,service, , ,B,0,0,F,F,3,三级道路,31.528346326213462,0.0023237365275307984,0.9194145844638626,0.051290165292209054
627550,297527023,5122,residential,宁波路 Ningbo Rd, ,B,0,0,F,F,3,三级道路,32.520409209226955,0.025191300253104947,0.9817643651359539,0.702327471914062
628124,297686859,5115,tertiary,宾委路, ,B,0,0,F,F,2,二级道路,30.464496789078417,0.03035022661722291,0.8525531118251631,0.8492016018153442
628125,297686861,5141,service, , ,B,0,0,F,F,3,三级道路,30.379161600220705,0.002184648890458532,0.8471899131812144,0.04733035384440461
628126,297686864,5122,residential,近埠街 Jinbu St, ,B,0,0,F,F,3,三级道路,31.714163360589815,0.01949967626111013,0.9310929281826714,0.5402874925563751
628127,297686865,5122,residential,重庆胡同, ,B,0,0,F,F,3,三级道路,32.11827656871452,0.0079466452148776,0.9564908846274626,0.21137382663549756
628128,297686866,5153,footway, , ,B,0,-1,F,T,4,其他道路,31.418949175643082,0.014417932191417977,0.9125391247918951,0.3956107350418014
628129,297686867,5153,footway, , ,B,0,-1,F,T,4,其他道路,31.390946009067505,0.010135013832479839,0.9107791644869521,0.2736764675200712
628130,297686868,5153,footway, , ,B,0,-1,F,T,4,其他道路,31.28417905045712,0.002085937959856378,0.9040690087434342,0.04452006328767633
628131,297686869,5153,footway, , ,B,0,-1,F,T,4,其他道路,31.501848674631333,0.001747012772970746,0.9177492436948855,0.03487089630756814
628164,297689064,5124,pedestrian, , ,B,0,0,F,F,4,其他道路,4493.863779888122,1.0167006458724628e-06,1.0,0.0
628256,297698445,5115,tertiary,团结路, ,B,0,0,F,F,2,二级道路,27.656747383636933,0.032879510271352046,0.676089943402108,0.9212100605050364
628905,297780073,5141,service, , ,B,0,0,F,F,3,三级道路,27.769423943754052,0.007406753389448074,0.6831715094303097,0.19600315907716456
628906,297780077,5141,service, , ,B,0,0,F,F,3,三级道路,27.750841477202083,0.0025822591088351284,0.682003627097748,0.05865027794142281
628907,297780079,5141,service, , ,B,0,0,F,F,3,三级道路,27.86420622276287,0.0035267918457040823,0.6891284446296688,0.08554103274184009
629567,297911953,5122,residential,百草路 Baicao Rd, ,B,0,0,F,F,3,三级道路,26.98751578529862,0.0053802460415563,0.6340296626581308,0.13830869273813048
629568,297911954,5141,service, , ,B,0,0,F,F,3,三级道路,25.305413761127905,0.0032309881408607694,0.5283118759422876,0.07711953014536616
629570,297911956,5141,service, , ,B,0,0,F,F,3,三级道路,25.058573828743153,0.002626253737663422,0.512798327447707,0.05990280072880519
629619,297946236,5153,footway, , ,B,0,0,F,F,4,其他道路,26.167244426959712,0.0033023906281282535,0.5824767418103364,0.07915235198658119
629620,297946237,5141,service,百汇胡同, ,B,0,0,F,F,3,三级道路,26.979669390375857,0.0015882041320854669,0.6335365275848633,0.03034962980664213
629621,297946238,5153,footway, , ,B,0,0,F,F,4,其他道路,26.415104451836022,0.005327564894932014,0.598054401707735,0.13680886563719322
629622,297946239,5153,footway, , ,B,0,0,F,F,4,其他道路,26.631271479878972,0.004698250128234236,0.6116402005696732,0.11889233567164723
629624,297946241,5153,footway, , ,B,0,0,F,F,4,其他道路,26.159972930796076,0.0004155630113602919,0.5820197383292833,0.0
629625,297946242,5141,service, , ,B,0,0,F,F,3,三级道路,25.767944262162604,0.0013140875534060892,0.5573812784846602,0.02254555757466069
629626,297946243,5153,footway, , ,B,0,0,F,F,4,其他道路,26.440341285882507,0.0043498734475248685,0.599640501837675,0.10897408558516178
629627,297946244,5141,service, , ,B,0,0,F,F,3,三级道路,27.202626541547055,0.0028965801400906467,0.6475490762980777,0.06759896701293683
629811,297983684,5115,tertiary,珲春街东胡同, ,B,0,0,F,F,2,二级道路,27.481191493881347,0.00726440638059921,0.6650564984366988,0.19195055363310498
629815,297983688,5115,tertiary,解放大路胡同, ,B,0,0,F,F,2,二级道路,28.646492291365774,0.014116585241430729,0.7382940425321561,0.38703141679728725
629817,297983691,5141,service,解放大路南胡同, ,B,0,0,F,F,3,三级道路,26.7610823092423,0.0023750901380019456,0.6197986317319,0.052752197568478744
632274,298626987,5115,tertiary,民康南胡同, ,B,0,0,F,F,2,二级道路,28.00236324462169,0.009288068750367884,0.6978114224516399,0.24956402372274022
632275,298626988,5115,tertiary,西二道街 West 2nd St, ,B,0,0,F,F,2,二级道路,29.86393695627094,0.014678814601854318,0.8148087566061958,0.40303803179600467
632276,298626989,5141,service, , ,B,0,0,F,F,3,三级道路,28.746330295431676,0.009059979987050444,0.7445687230618214,0.24307035890024645
632277,298626990,5141,service, , ,B,0,0,F,F,3,三级道路,27.70943740467079,0.0032976631938313023,0.6794014383802185,0.07901776239370398
632278,298626992,5141,service, , ,B,0,0,F,F,3,三级道路,28.75949490077433,0.005127141091294366,0.745396100307562,0.13110281951575029
632294,298629846,5115,tertiary,陕西路, ,F,0,0,F,F,2,二级道路,30.637557076275623,0.009719622500833873,0.8634297116199446,0.26185031686431026
632295,298629847,5122,residential,兴盛路, ,B,0,0,F,F,3,三级道路,28.8051934838547,0.01107834481134852,0.7482681930759472,0.3005330083875528
632296,298629848,5122,residential,来安街 Lai’an St, ,B,0,0,F,F,3,三级道路,30.83628268683028,0.05015156866207546,0.8759193415054746,1.0
632297,298629849,5141,service, , ,B,0,0,F,F,3,三级道路,28.612037585465085,0.006410128122118232,0.7361286118998721,0.1676293350205132
632298,298629851,5115,tertiary,永长路, ,B,0,0,F,F,2,二级道路,30.893679929315887,0.01565330507975749,0.8795266788441015,0.4307816805587805
632299,298629852,5115,tertiary,陕西路, ,F,0,0,F,F,2,二级道路,30.443447779467277,0.0074600548844496965,0.8512302106713242,0.1975206474358377
632300,298629854,5141,service, , ,B,0,0,F,F,3,三级道路,28.76003760678292,0.0008011065983871916,0.7454302086299116,0.007941039869510015
632792,298756118,5141,service, , ,B,0,0,F,F,3,三级道路,33.261356174006956,0.015001996668708122,1.0,0.41223899368586603
632793,298756123,5141,service, , ,B,0,0,F,F,3,三级道路,33.229167459920774,0.005623148311652638,1.0,0.14522409665232175
632794,298756125,5115,tertiary,永春路 Yongchun Rd, ,B,0,0,F,F,2,二级道路,33.11750148553804,0.011728681583882005,1.0,0.3190480328067848
632795,298756126,5122,residential,法制胡同, ,B,0,0,F,F,3,三级道路,31.403763520036286,0.007424568838660309,0.911584727331152,0.1965103631768484
632796,298756128,5141,service,健康胡同, ,B,0,0,F,F,3,三级道路,30.768031872011004,0.007896874448172346,0.8716298721507225,0.20995685776670392
632797,298756129,5114,secondary, , ,F,0,0,F,F,2,二级道路,30.26041594464574,0.0230690446759668,0.8397269128940016,0.6419070628366391
632798,298756130,5141,service,银行胡同, ,B,0,0,F,F,3,三级道路,32.76975520785565,0.006935958561422096,0.997435416429334,0.18259967628871393
632799,298756132,5114,secondary, , ,F,0,0,F,F,2,二级道路,30.220257238778114,0.01619131903932555,0.8372029937495662,0.4460988854593805
632800,298756133,5115,tertiary,平治街, ,B,0,0,F,F,2,二级道路,31.983658295704153,0.0216293631173112,0.9480303122783024,0.600919469423176
632801,298756135,5141,service,庆利胡同, ,B,0,0,F,F,3,三级道路,31.805558856883138,0.004482387810382651,0.9368370087705833,0.11274675655785306
632819,298756754,5122,residential,积善二胡同, ,B,0,0,F,F,3,三级道路,32.094319527585206,0.004253929012890694,0.9549852177130552,0.10624255689853859
632820,298756756,5141,service, , ,B,0,0,F,F,3,三级道路,30.863778765399008,0.0035564188592618756,0.8776474320302357,0.08638451092523501
632821,298756758,5141,service,塘子胡同, ,B,0,0,F,F,3,三级道路,30.757530314098005,0.007987030823866424,0.8709698637542771,0.21252360098041226
632822,298756760,5141,service, , ,B,0,0,F,F,3,三级道路,31.291841656146897,0.005995349932309141,0.904550592917497,0.15582064045298472
632823,298756761,5115,tertiary,天主教胡同, ,B,0,0,F,F,2,二级道路,31.513224731907258,0.0038681331617937656,0.9184642131672969,0.09525898668449195
632824,298756763,5122,residential,天乐路 Tianle Rd, ,B,0,0,F,F,3,三级道路,32.00496994541608,0.00438154099711578,0.9493697199993761,0.10987565763019445
632825,298756764,5115,tertiary,天乐路, ,B,0,0,F,F,2,二级道路,30.66995349062704,0.0037460373518999686,0.8654657814739416,0.0917829308974833
632840,298765680,5141,service,马营子北胡同, ,B,0,0,F,F,3,三级道路,30.920157739266827,0.009475592049757686,0.8811907725939893,0.25490279374777114
632845,298766512,5115,tertiary,东门路, ,B,0,0,F,F,2,二级道路,30.2531899633187,0.01588760641912681,0.8392727699575044,0.4374522168149145
632846,298766513,5141,service, , ,B,0,0,F,F,3,三级道路,28.062800144293657,0.004754645162556164,0.7016097980421084,0.1204978967927357
632847,298766514,5115,tertiary,新风街 Xinfeng St, ,B,0,0,F,F,2,二级道路,30.39842506880423,0.014332067808582023,0.8484005955499752,0.39316618444572066
632862,298772469,5141,service,新民胡同, ,B,0,0,F,F,3,三级道路,32.95428309308575,0.010980242117448543,1.0,0.2977400342703511
632863,298772470,5141,service, , ,B,0,0,F,F,3,三级道路,28.267479437903635,0.00942418699875571,0.7144736086767082,0.2534392969646111
632864,298772471,5141,service,松竹梅胡同, ,B,0,0,F,F,3,三级道路,32.325461613954204,0.005321207840367296,0.9695121782877919,0.13662788091439856
632865,298772474,5122,residential, , ,B,0,0,F,F,3,三级道路,32.929186542304194,0.006349696862675849,1.0,0.16590886296431703
632866,298772475,5115,tertiary,长江路, ,B,0,0,F,F,2,二级道路,30.743484592804123,0.030327859203013712,0.8700871095891431,0.8485648037166221
632867,298772476,5122,residential,长利路, ,B,0,0,F,F,3,三级道路,29.30859949318512,0.049029960562717044,0.7799065648043828,1.0
632868,298772477,5141,service,新民北胡同, ,B,0,0,F,F,3,三级道路,32.63787175767449,0.0038832970353365904,0.9891467239141011,0.09569070068375084
632869,298772478,5115,tertiary,东七马路 East 7th Rd, ,B,0,0,F,F,2,二级道路,32.83771773928992,0.021430631585143325,1.0,0.5952616021052547
632870,298772480,5141,service, , ,B,0,0,F,F,3,三级道路,28.567720679096237,0.01403319795161575,0.7333433556026403,0.38465738879766587
632871,298772481,5122,residential,太平街, ,B,0,0,F,F,3,三级道路,31.07790678829203,0.009047030431455648,0.891105082237422,0.24270168631677586
632872,298772482,5115,tertiary,六马路 6th Rd, ,B,0,0,F,F,2,二级道路,32.66058409498096,0.023321855318147032,0.9905741629140439,0.6491045571366677
632873,298772483,5115,tertiary,小六马路 Xiaoliumalu Rd, ,B,0,0,F,F,2,二级道路,32.73665488018802,0.02364785056997665,0.9953551065965719,0.6583856101281288
632874,298772484,5141,service, , ,B,0,0,F,F,3,三级道路,30.444490083847132,0.002896080767849457,0.851295718060614,0.06758474993398572
632875,298772485,5141,service, , ,B,0,0,F,F,3,三级道路,28.738689806719528,0.002913827971709414,0.7440885289092259,0.06809001109515322
632876,298772486,5141,service, , ,B,0,0,F,F,3,三级道路,29.588654396777756,0.01187974571781741,0.7975076283197357,0.32334881395097287
632877,298772487,5141,service, , ,B,0,0,F,F,3,三级道路,32.67541437490167,0.0013582317970451468,0.9915062255042228,0.023802339881098075
632878,298772488,5115,tertiary,长通路, ,B,0,0,F,F,2,二级道路,31.177320854442197,0.03771069411080821,0.8973531188551769,1.0
632879,298772489,5122,residential, , ,B,0,0,F,F,3,三级道路,30.774402996039072,0.004041808185544414,0.872030288487818,0.1002034976541348
632926,298774579,5122,residential,光复北路 Guangfu North Rd, ,B,0,0,F,F,3,三级道路,29.25831886159413,0.003328552221441994,0.7767464966217796,0.07989716999396979
632927,298774580,5115,tertiary,黄河路, ,B,0,0,F,F,2,二级道路,29.674127805133505,0.008055997017678104,0.8028795138680478,0.21448706178480495
632928,298774581,5141,service, , ,B,0,0,F,F,3,三级道路,29.549402683689593,0.024706869150626875,0.7950407124175735,0.6885357657233204
632929,298774582,5115,tertiary,长白路, ,B,0,0,F,F,2,二级道路,28.581532610736826,0.010001942433339218,0.7342114164112785,0.26988793777879305
634998,299125297,5115,tertiary,远达大街, ,F,0,0,F,F,2,二级道路,20.2913071682589,0.007729984453608389,0.21318220857460132,0.20520551591555855
636536,299273447,5122,residential,北安路北一胡同, ,B,0,0,F,F,3,三级道路,31.815289557172385,0.026531726411207247,0.9374485698310853,0.7404892737644464
636537,299273448,5122,residential,清明街东二胡同, ,B,0,0,F,F,3,三级道路,32.66111987419916,0.012985343457531343,0.9906078358971937,0.3548250736570118
636539,299273450,5122,residential,清明街西二胡同, ,B,0,0,F,F,3,三级道路,31.544217862389846,0.005032079580905291,0.9204120885701756,0.12839642759618192
636545,299273456,5141,service,清明街西胡同, ,B,0,0,F,F,3,三级道路,31.908135899696838,0.007719700982988993,0.9432838340988311,0.20491274651103777
636619,299276081,5115,tertiary,崇智胡同, ,B,0,0,F,F,2,二级道路,24.260278824544823,0.004716177094851787,0.46262659007537443,0.11940271466097253
636627,299277451,5141,service,产院胡同, ,B,0,0,F,F,3,三级道路,32.69965444715116,0.013410559773971393,0.9930296805332433,0.3669309406706106
636628,299277453,5122,residential,昆明街, ,B,0,0,F,F,3,三级道路,28.561076598679104,0.002945582435693684,0.7329257843338538,0.06899405758447905
636629,299277454,5122,residential,康宁街, ,B,0,0,F,F,3,三级道路,31.231515520521498,0.0066092345467235105,0.9007591786942241,0.1732978754895252
636630,299277456,5141,service, , ,B,0,0,F,F,3,三级道路,30.016374814417603,0.008411619283065512,0.824389265245625,0.22461159295966088
636631,299277457,5122,residential, , ,B,0,0,F,F,3,三级道路,30.21766811961976,0.0084560598034022,0.8370402711899166,0.2258768102347532
636632,299277458,5115,tertiary,永长路 Yongchang Rd, ,B,0,0,F,F,2,二级道路,32.134965556218496,0.008526693743010183,0.9575397644195897,0.2278877515991384
636633,299277459,5115,tertiary,乐亭街 Leting St, ,B,0,0,F,F,2,二级道路,31.387697313038462,0.007862185466850377,0.9105749884328436,0.20896926585528164
636634,299277461,5122,residential, , ,B,0,0,F,F,3,三级道路,30.727702400200293,0.013037481856743425,0.8690952206028478,0.35630944879211407
636635,299277462,5122,residential, , ,B,0,0,F,F,3,三级道路,31.064117301652537,0.007465707793218944,0.8902384320660726,0.1976815851965837
636636,299277464,5115,tertiary,富民街, ,B,0,0,F,F,2,二级道路,30.984977519402758,0.01008516910596773,0.885264606162293,0.2722573930227974
636637,299277466,5122,residential,老市场胡同, ,B,0,0,F,F,3,三级道路,33.00219593830419,0.002796368238271823,1.0,0.06474594395221538
636638,299277468,5115,tertiary,东三马路, ,B,0,0,F,F,2,二级道路,31.066410123583132,0.014199114132674082,0.8903825327545879,0.3893810062733831
636639,299277469,5122,residential,福禄街, ,B,0,0,F,F,3,三级道路,31.40620725934002,0.00857397924146997,0.9117383129679262,0.22923396512362956
636640,299278329,5141,service,通顺胡同, ,B,0,0,F,F,3,三级道路,32.872438029521156,0.006916043714560401,1.0,0.182032702542922
636641,299278330,5115,tertiary,福寿街, ,B,0,0,F,F,2,二级道路,33.19411216858034,0.010342339160633351,1.0,0.2795789993706593
636642,299278331,5141,service,重庆小胡同, ,B,0,0,F,F,3,三级道路,32.32969461855309,0.010129377832715286,0.96977821677471,0.273516011157038
636643,299278332,5141,service,礼乐胡同, ,B,0,0,F,F,3,三级道路,32.91313747058684,0.0072198187062216725,1.0,0.19068114689683688
636644,299278333,5141,service,大经路南胡同, ,B,0,0,F,F,3,三级道路,32.65587996752399,0.0035381717581964797,0.9902785150068215,0.08586501773943549
636645,299278335,5141,service,近埠胡同, ,B,0,0,F,F,3,三级道路,32.2740164011775,0.005409873055114094,0.966278917787698,0.1391521709215254
636646,299278336,5141,service,近埠胡同, ,B,0,0,F,F,3,三级道路,32.32992599936626,0.002791401584328977,0.9697927587389341,0.06460454379937543
636647,299278337,5141,service,交通胡同, ,B,0,0,F,F,3,三级道路,32.81051926876479,0.0077006690603723974,0.9999973813012262,0.20437090953230064
636648,299278338,5141,service,净月胡同, ,B,0,0,F,F,3,三级道路,32.43620925551335,0.007455633056683736,0.9764725144513514,0.19739475843106027
636649,299278726,5141,service,净月二胡同, ,B,0,0,F,F,3,三级道路,32.231154490024856,0.010162342240861077,0.9635851059282764,0.27445450463851095
636650,299278727,5141,service,清明街东二胡同, ,B,0,0,F,F,3,三级道路,32.40469084928006,0.0023058057174250002,0.9744916261937341,0.05077967687914862
636651,299280407,5122,residential,昆明街 Kunming St, ,B,0,0,F,F,3,三级道路,30.00964595312789,0.0009687073405029012,0.8239663656162063,0.01271261663406086
636652,299280408,5141,service, , ,B,0,0,F,F,3,三级道路,32.86786395037828,0.00724094736885622,1.0,0.19128267785917255
636653,299280409,5122,residential, , ,B,0,0,F,F,3,三级道路,31.50454223179445,0.01400506524879073,0.917918530038749,0.3838564534949379
636654,299280410,5141,service,和平西胡同, ,B,0,0,F,F,3,三级道路,32.81061186158289,0.0008935193360409677,1.0,0.010572021487913955
636661,299281175,5141,service, , ,B,0,0,F,F,3,三级道路,29.278440409833216,0.007564894932014832,0.7780111081105988,0.20050543335409354
636662,299281176,5141,service, , ,B,0,0,F,F,3,三级道路,32.11404436667773,0.001796456530696333,0.9562248965804627,0.036278555262637756
636663,299281177,5141,service, , ,B,0,0,F,F,3,三级道路,29.767834188940366,0.0032732944846665486,0.8087688305413873,0.07832398762299109
636664,299281178,5141,service, , ,B,0,0,F,F,3,三级道路,28.485529889549042,0.0103859359978025,0.7281777781082307,0.2808201970683437
638722,299666289,5115,tertiary,东四道街, ,B,0,0,F,F,2,二级道路,32.159700519760214,0.018235328742127258,0.9590943226821401,0.5042916421338804
638723,299666290,5115,tertiary,东二道街, ,B,0,0,F,F,2,二级道路,30.186758181451005,0.013023956677850373,0.8350976243089492,0.35592438826954237
638725,299666292,5141,service,西头道街 West 1st St, ,B,0,0,F,F,3,三级道路,29.693886004030755,0.01607049659583652,0.8041212893530624,0.4426590822895921
638726,299666293,5115,tertiary,东三道街, ,B,0,0,F,F,2,二级道路,31.356085818062546,0.01734645435537573,0.9085882496764471,0.47898547512717465
638872,299675245,5115,tertiary,自强街 Ziqiang St, ,B,0,0,F,F,2,二级道路,32.15520425053777,0.011952187549927263,0.9588117383775944,0.32541122583837506
638873,299675246,5114,secondary,上海路 Shanghai Rd, ,F,0,0,F,F,2,二级道路,32.88673638994863,0.06440427727370428,1.0,1.0
638874,299675247,5115,tertiary,桃源路 Taoyuan Rd, ,B,0,0,F,F,2,二级道路,30.05430293628177,0.022562414335326218,0.8267729952692217,0.627483346502805
638876,299675249,5115,tertiary,四平路, ,F,0,0,F,F,2,二级道路,26.29363475034623,0.003779534570634694,0.5904201989007644,0.09273659344440295
638877,299675251,5115,tertiary,文庙路 Wenmiao Rd, ,B,0,0,F,F,2,二级道路,28.50800374909339,0.004348401907116369,0.7295902291105191,0.10893219097340374
638880,299675255,5115,tertiary,东五马路 East 5th Rd, ,F,0,0,F,F,2,二级道路,32.73520821984798,0.037386936645280276,0.9952641859942062,1.0
638882,299675257,5115,tertiary,新华路, ,F,0,0,F,F,2,二级道路,23.359628199433388,0.0029410088881040674,0.4060219434351309,0.06886384913113512
638883,299675258,5114,secondary,新发路 Xinfa Rd, ,F,0,0,F,F,2,二级道路,30.329814902751618,0.022968914526392895,0.8440885414670104,0.6390563672543488
638884,299675260,5115,tertiary,西三马路 West 3rd Rd, ,B,0,0,F,F,2,二级道路,33.523950339711725,0.02475837306492436,1.0,0.6900020771348512
638885,299675261,5115,tertiary,原声街 Yuansheng St, ,B,0,0,F,F,2,二级道路,31.31953756117724,0.04490700323961999,0.9062912422591107,1.0
638886,299675262,5115,tertiary,东五马路 East 5th Rd, ,F,0,0,F,F,2,二级道路,32.54158363753242,0.03593678262405085,0.98309514868134,1.0
638887,299675263,5122,residential,同乐路, ,B,0,0,F,F,3,三级道路,29.200855103383276,0.012756636647242333,0.7731349788617788,0.3483138130975797
638890,299675266,5122,residential,来安南街, ,B,0,0,F,F,3,三级道路,29.396092056794384,0.04217481900052975,0.7854053514688994,1.0
638891,299675267,5115,tertiary,西五马路 West 5th Rd, ,B,0,0,F,F,2,二级道路,32.86202908900795,0.015920569431344945,1.0,0.4383906705544633
644877,300890304,5115,tertiary,东新路 Dongxin Rd, ,F,0,0,F,F,2,二级道路,22.88215447482851,0.014930837600800516,0.37601337995035455,0.4102131019700608
644878,300890305,5115,tertiary,东新路, ,F,0,0,F,F,2,二级道路,20.574997289430375,0.003127464830184237,0.23101174048910184,0.07417223159777088
644952,300891830,5112,trunk,东部快速路, ,F,80,2,T,F,1,一级道路,15.354879695175725,0.0019691172719602875,0.0,0.04119418970891261
644953,300891833,5115,tertiary,东盛大街 Dongsheng St, ,F,0,0,F,F,2,二级道路,14.858516211075454,0.002554914682013546,0.0,0.057871784779550385
645019,300901469,5115,tertiary, , ,B,0,0,F,F,2,二级道路,22.22861982962993,0.006131748721250369,0.33493963101019764,0.15970390065702073
645020,300901470,5141,service, , ,B,0,0,F,F,3,三级道路,20.879495503748714,0.0037973590754802125,0.2501490322907282,0.0932440553570822
645021,300901471,5122,residential, , ,B,0,0,F,F,3,三级道路,20.57393623022382,0.0007032001098750171,0.2309450543848824,0.005153651700542791
